"","MasterID","INCI_ID","ArrestID","WEAPON_CATEGORY","CrimeType","CrimeCategory","WARD","ArrestDate","ArrestCharge","shot"
"298","M000233",2202120002,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"299","M000234",2202120002,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"300","M000235",2202120002,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"301","M000106",2201200231,NA,"FIREARM","Homicide","Violent",5,NA,NA,TRUE
"302","M000236",2201200231,NA,"FIREARM","Homicide","Violent",5,NA,NA,FALSE
"303","M000237",2201200231,NA,"FIREARM","Homicide","Violent",5,NA,NA,FALSE
"304","M000238",2202230232,NA,"FIREARM","Weapons Violation","Violation",5,NA,NA,FALSE
"305","M000239",2202230232,NA,"FIREARM","Weapons Violation","Violation",5,NA,NA,FALSE
"306","M000047",2202020002,NA,"FIREARM","Robbery","Violent",5,NA,NA,FALSE
"307","M000240",2202020002,NA,"FIREARM","Robbery","Violent",5,NA,NA,FALSE
"308","M000241",2202020002,NA,"FIREARM","Robbery","Violent",5,NA,NA,FALSE
"309","M000242",2202260101,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,TRUE
"310","M000243",2203030089,NA,"FIREARM","Death","Quality of Life",6,NA,NA,FALSE
"311","M000244",2203030089,NA,"FIREARM","Death","Quality of Life",6,NA,NA,FALSE
"312","M000245",2202200148,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"313","M000246",2202200148,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"314","M000243",2202250018,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"315","M000247",2202250018,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"316","M000248",2202250018,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"317","M000249",2203010191,NA,"FIREARM","Assist Other Agency/Jurisdiction","Assist",4,NA,NA,FALSE
"318","M000250",2203010191,NA,"FIREARM","Assist Other Agency/Jurisdiction","Assist",4,NA,NA,FALSE
"319","M000248",2202170130,NA,"FIREARM","Robbery","Violent",1,NA,NA,TRUE
"320","M000251",2202170130,NA,"FIREARM","Robbery","Violent",1,NA,NA,FALSE
"321","M000252",2202170130,NA,"FIREARM","Robbery","Violent",1,NA,NA,FALSE
"322","M000253",2202270178,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"323","M000254",2202270143,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"324","M000031",2202040203,NA,"FIREARM","Robbery","Violent",4,NA,NA,TRUE
"325","M000255",2202040185,NA,"FIREARM","Robbery","Violent",5,NA,NA,TRUE
"326","M000256",2202040185,NA,"FIREARM","Robbery","Violent",5,NA,NA,FALSE
"327","M000257",2202040201,NA,"FIREARM","Robbery","Violent",4,NA,NA,FALSE
"328","M000258",2201100168,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"329","M000259",2201100168,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"330","M000125",2201240012,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"331","M000260",2201240012,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"332","M000261",2202200165,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"333","M000262",2202200165,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"334","M000263",2203080230,NA,"FIREARM","Agg. Assault","Violent",4,NA,NA,FALSE
"335","M000264",2203080230,NA,"FIREARM","Agg. Assault","Violent",4,NA,NA,FALSE
"336","M000265",2203080230,NA,"FIREARM","Agg. Assault","Violent",4,NA,NA,FALSE
"337","M000162",2202270129,NA,"FIREARM","Disturbance","Quality of Life",6,NA,NA,FALSE
"338","M000266",2202270129,NA,"FIREARM","Disturbance","Quality of Life",6,NA,NA,FALSE
"339","M000267",2202270129,NA,"FIREARM","Disturbance","Quality of Life",6,NA,NA,FALSE
"340","M000247",2201090156,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"341","M000268",2201090156,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"342","M000269",2202170197,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"343","M000270",2203010169,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"344","M000271",2203010169,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"345","M000272",2203010174,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,FALSE
"346","M000273",2203010174,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,FALSE
"347","M000274",2203010174,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,FALSE
"348","M000275",2203040060,NA,"FIREARM","Weapons Violation","Violation",2,NA,NA,FALSE
"349","M000276",2203040060,NA,"FIREARM","Weapons Violation","Violation",2,NA,NA,FALSE
"350","M000277",2203040060,NA,"FIREARM","Weapons Violation","Violation",2,NA,NA,FALSE
"351","M000278",2203030102,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,FALSE
"352","M000279",2203030102,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,TRUE
"353","M000280",2203030102,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,FALSE
"354","M000095",2202260014,NA,"FIREARM","Weapons Violation","Violation",5,NA,NA,TRUE
"355","M000281",2202260014,NA,"FIREARM","Weapons Violation","Violation",5,NA,NA,FALSE
"356","M000282",2202260014,NA,"FIREARM","Weapons Violation","Violation",5,NA,NA,FALSE
"357","M000283",2203080021,NA,"FIREARM","Robbery","Violent",1,NA,NA,FALSE
"358","M000284",2203080021,NA,"FIREARM","Robbery","Violent",1,NA,NA,FALSE
"359","M000285",2203080021,NA,"FIREARM","Robbery","Violent",1,NA,NA,FALSE
"360","M000236",2202050150,NA,"FIREARM","Robbery","Violent",1,NA,NA,FALSE
"361","M000286",2202050150,NA,"FIREARM","Robbery","Violent",1,NA,NA,FALSE
"362","M000287",2202050150,NA,"FIREARM","Robbery","Violent",1,NA,NA,FALSE
"363","M000288",2203070020,NA,"FIREARM","Robbery","Violent",5,NA,NA,FALSE
"364","M000289",2203070020,NA,"FIREARM","Robbery","Violent",5,NA,NA,FALSE
"365","M000290",2203070020,NA,"FIREARM","Robbery","Violent",5,NA,NA,FALSE
"366","M000291",2203070177,NA,"FIREARM","Assist Other Agency/Jurisdiction","Assist",3,NA,NA,TRUE
"367","M000292",2203070177,NA,"FIREARM","Assist Other Agency/Jurisdiction","Assist",3,NA,NA,FALSE
"368","M000293",2203070177,NA,"FIREARM","Assist Other Agency/Jurisdiction","Assist",3,NA,NA,FALSE
"369","M000294",2202280268,NA,"FIREARM","Disturbance","Quality of Life",3,NA,NA,FALSE
"370","M000295",2203120128,NA,"FIREARM","Death","Quality of Life",3,NA,NA,FALSE
"371","M000296",2203120128,NA,"FIREARM","Death","Quality of Life",3,NA,NA,FALSE
"372","M000297",2203120128,NA,"FIREARM","Death","Quality of Life",3,NA,NA,FALSE
"373","M000155",2203110124,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,TRUE
"374","M000298",2202010144,NA,"FIREARM","Robbery","Violent",4,NA,NA,FALSE
"375","M000299",2202010144,NA,"FIREARM","Robbery","Violent",4,NA,NA,FALSE
"376","M000300",2202050091,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"377","M000301",2202050091,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"378","M000302",2202230242,NA,"FIREARM","Robbery","Violent",2,NA,NA,FALSE
"379","M000303",2202230242,NA,"FIREARM","Robbery","Violent",2,NA,NA,FALSE
"380","M000304",2203120162,NA,"FIREARM","Robbery","Violent",5,NA,NA,FALSE
"381","M000305",2203120162,NA,"FIREARM","Robbery","Violent",5,NA,NA,FALSE
"382","M000306",2203120162,NA,"FIREARM","Robbery","Violent",5,NA,NA,FALSE
"383","M000035",2203070051,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"384","M000307",2203070051,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"385","M000308",2203130037,NA,"FIREARM","Agg. Assault","Violent",4,NA,NA,FALSE
"386","M000309",2203130037,NA,"FIREARM","Agg. Assault","Violent",4,NA,NA,FALSE
"387","M000268",2201260177,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"388","M000310",2201260177,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"389","M000274",2202260184,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"390","M000311",2202260184,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"391","M000312",2202260184,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"392","M000313",2203010059,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"393","M000314",2203070217,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"394","M000315",2203070217,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"395","M000316",2202240204,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"396","M000039",2201050210,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,TRUE
"397","M000317",2202050020,NA,"FIREARM","Disorderly Conduct","Quality of Life",5,NA,NA,FALSE
"398","M000318",2202050020,NA,"FIREARM","Disorderly Conduct","Quality of Life",5,NA,NA,FALSE
"399","M000319",2202050020,NA,"FIREARM","Disorderly Conduct","Quality of Life",5,NA,NA,FALSE
"400","M000320",2202050163,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"401","M000059",2202240002,NA,"FIREARM","Weapons Violation","Violation",2,NA,NA,FALSE
"402","M000321",2202240002,NA,"FIREARM","Weapons Violation","Violation",2,NA,NA,FALSE
"403","M000322",2202240002,NA,"FIREARM","Weapons Violation","Violation",2,NA,NA,FALSE
"404","M000323",2202030156,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"405","M000324",2202030156,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"406","M000325",2202070028,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,TRUE
"407","M000326",2202070028,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"408","M000327",2202070028,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"409","M000328",2202210087,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"410","M000329",2202240133,NA,"FIREARM","Weapons Violation","Violation",5,NA,NA,FALSE
"411","M000278",2203040140,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"412","M000330",2203040140,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"413","M000331",2203060170,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,TRUE
"414","M000332",2203060170,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"415","M000333",2203060013,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,TRUE
"416","M000334",2203060013,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"417","M000335",2202140260,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"418","M000336",2202140260,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,TRUE
"419","M000003",2202160014,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,TRUE
"420","M000337",2202160014,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,FALSE
"421","M000338",2202160014,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,FALSE
"422","M000339",2203130117,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"423","M000340",2203130117,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"424","M000256",2202190172,NA,"FIREARM","Weapons Violation","Violation",1,NA,NA,FALSE
"425","M000018",2201300035,NA,"FIREARM","Robbery","Violent",6,NA,NA,FALSE
"426","M000341",2201300035,NA,"FIREARM","Robbery","Violent",6,NA,NA,FALSE
"427","M000342",2202200118,NA,"FIREARM","Weapons Violation","Violation",1,NA,NA,FALSE
"428","M000330",2202270028,NA,"FIREARM","Weapons Violation","Violation",2,NA,NA,TRUE
"429","M000181",2202270028,NA,"FIREARM","Weapons Violation","Violation",2,NA,NA,FALSE
"430","M000343",2203010227,NA,"FIREARM","Weapons Violation","Violation",6,NA,NA,FALSE
"431","M000344",2203010227,NA,"FIREARM","Weapons Violation","Violation",6,NA,NA,FALSE
"432","M000345",2203010227,NA,"FIREARM","Weapons Violation","Violation",6,NA,NA,FALSE
"433","M000335",2203080180,NA,"FIREARM","Weapons Violation","Violation",5,NA,NA,FALSE
"434","M000346",2203080180,NA,"FIREARM","Weapons Violation","Violation",5,NA,NA,FALSE
"435","M000347",2203080079,NA,"FIREARM","Weapons Violation","Violation",6,NA,NA,FALSE
"436","M000348",2203090102,NA,"FIREARM","Weapons Violation","Violation",4,NA,NA,FALSE
"437","M000349",2203090102,NA,"FIREARM","Weapons Violation","Violation",4,NA,NA,FALSE
"438","M000350",2203090102,NA,"FIREARM","Weapons Violation","Violation",4,NA,NA,FALSE
"439","M000351",2203190163,NA,"FIREARM","Mental Case","Quality of Life",4,NA,NA,TRUE
"440","M000352",2203200119,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,FALSE
"441","M000353",2203200119,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,FALSE
"442","M000354",2201280052,NA,"FIREARM","Weapons Violation","Violation",4,NA,NA,FALSE
"443","M000355",2201280052,NA,"FIREARM","Weapons Violation","Violation",4,NA,NA,FALSE
"444","M000356",2203110063,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"445","M000357",2203110063,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"446","M000167",2201200205,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,TRUE
"447","M000358",2201200205,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,FALSE
"448","M000090",2201190154,NA,"FIREARM","Weapons Violation","Violation",6,NA,NA,TRUE
"449","M000359",2201190154,NA,"FIREARM","Weapons Violation","Violation",6,NA,NA,FALSE
"450","M000360",2202130179,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"451","M000361",2202130179,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"452","M000362",2202130179,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"453","M000360",2203180108,NA,"FIREARM","Robbery","Violent",4,NA,NA,FALSE
"454","M000363",2203180108,NA,"FIREARM","Robbery","Violent",4,NA,NA,FALSE
"455","M000118",2203120086,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"456","M000364",2203120086,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"457","M000365",2203120086,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"458","M000339",2203160022,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,TRUE
"459","M000366",2203160022,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,TRUE
"460","M000367",2203160022,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,TRUE
"461","M000140",2203210079,NA,"FIREARM","Found","Quality of Life",4,NA,NA,TRUE
"462","M000173",2203210079,NA,"FIREARM","Found","Quality of Life",4,NA,NA,FALSE
"463","M000368",2203130009,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"464","M000369",2203130009,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"465","M000318",2202160188,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"466","M000370",2202030163,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"467","M000371",2202240193,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"468","M000372",2202260118,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"469","M000373",2202260118,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"470","M000374",2202260118,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"471","M000375",2202080003,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,TRUE
"472","M000376",2202080003,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"473","M000377",2202080003,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"474","M000378",2202140047,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"475","M000379",2202140047,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"476","M000380",2202140047,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"477","M000381",2202120012,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,TRUE
"478","M000240",2202180106,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"479","M000382",2202180106,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"480","M000383",2202230087,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"481","M000384",2202230087,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"482","M000385",2203170207,NA,"FIREARM","Robbery","Violent",1,NA,NA,FALSE
"483","M000386",2203170207,NA,"FIREARM","Robbery","Violent",1,NA,NA,FALSE
"484","M000121",2203150133,NA,"FIREARM","Robbery","Violent",5,NA,NA,FALSE
"485","M000387",2202020010,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"486","M000388",2202020010,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"487","M000389",2202020010,NA,"FIREARM","Robbery","Violent",3,NA,NA,TRUE
"488","M000286",2202280247,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"489","M000102",2202280247,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"490","M000390",2202280247,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"491","M000391",2201060233,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"492","M000392",2203070058,NA,"FIREARM","Robbery","Violent",6,NA,NA,FALSE
"493","M000393",2203130026,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,FALSE
"494","M000394",2203140027,NA,"FIREARM","Drug Offense","Quality of Life",6,NA,NA,FALSE
"495","M000395",2203140027,NA,"FIREARM","Drug Offense","Quality of Life",6,NA,NA,FALSE
"496","M000396",2201260159,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,FALSE
"497","M000397",2201260159,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,FALSE
"498","M000398",2201260159,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,FALSE
"499","M000399",2201040202,NA,"FIREARM","Weapons Violation","Violation",1,NA,NA,FALSE
"500","M000400",2201040202,NA,"FIREARM","Weapons Violation","Violation",1,NA,NA,FALSE
"501","M000401",2201040202,NA,"FIREARM","Weapons Violation","Violation",1,NA,NA,FALSE
"502","M000107",2203030001,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,TRUE
"503","M000402",2203030001,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,FALSE
"504","M000403",2203030001,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,FALSE
"505","M000404",2203210103,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"506","M000405",2203210103,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"507","M000406",2202140138,NA,"FIREARM","Robbery","Violent",5,NA,NA,TRUE
"508","M000407",2203180079,NA,"FIREARM","Agg. Assault","Violent",4,NA,NA,FALSE
"509","M000050",2203180072,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"510","M000408",2203180072,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,TRUE
"511","M000409",2203180072,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"512","M000410",2203200169,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,FALSE
"513","M000411",2203230007,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,TRUE
"514","M000412",2203230007,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"515","M000413",2203230007,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"516","M000258",2203200164,NA,"FIREARM","Robbery","Violent",6,NA,NA,TRUE
"517","M000414",2203250149,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"518","M000415",2203250149,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"519","M000416",2203110127,NA,"FIREARM","Weapons Violation","Violation",5,NA,NA,FALSE
"520","M000417",2203110127,NA,"FIREARM","Weapons Violation","Violation",5,NA,NA,FALSE
"521","M000418",2203110127,NA,"FIREARM","Weapons Violation","Violation",5,NA,NA,FALSE
"522","M000419",2203190044,NA,"FIREARM","Robbery","Violent",1,NA,NA,FALSE
"523","M000420",2202270003,NA,"FIREARM","Weapons Violation","Violation",1,NA,NA,FALSE
"524","M000085",2203060022,NA,"FIREARM","Weapons Violation","Violation",4,NA,NA,FALSE
"525","M000421",2203060022,NA,"FIREARM","Weapons Violation","Violation",4,NA,NA,FALSE
"526","M000417",2203090020,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"527","M000422",2203090020,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"528","M000423",2203090020,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"529","M000424",2203200017,NA,"FIREARM","Disorderly Conduct","Quality of Life",6,NA,NA,FALSE
"530","M000425",2203200017,NA,"FIREARM","Disorderly Conduct","Quality of Life",6,NA,NA,FALSE
"531","M000426",2203130150,NA,"FIREARM","Agg. Assault","Violent",4,NA,NA,FALSE
"532","M000427",2203230212,NA,"FIREARM","Robbery","Violent",6,NA,NA,FALSE
"533","M000428",2203060074,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"534","M000429",2203060074,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,TRUE
"535","M000337",2203060137,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"536","M000430",2203060137,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,TRUE
"537","M000431",2203170164,NA,"FIREARM","Disorderly Conduct","Quality of Life",3,NA,NA,FALSE
"538","M000432",2203170081,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,TRUE
"539","M000111",2202090193,NA,"FIREARM","Agg. Assault","Violent",4,NA,NA,FALSE
"540","M000433",2202090193,NA,"FIREARM","Agg. Assault","Violent",4,NA,NA,FALSE
"541","M000434",2202090193,NA,"FIREARM","Agg. Assault","Violent",4,NA,NA,FALSE
"542","M000435",2203220004,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"543","M000436",2203220004,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"544","M000437",2203220004,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"545","M000138",2201150162,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,TRUE
"546","M000438",2201150162,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"547","M000439",2201150162,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"548","M000440",2203040179,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"549","M000441",2203040179,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,TRUE
"550","M000442",2203040179,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"551","M000443",2203160170,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"552","M000008",2203260032,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"553","M000444",2203260032,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"554","M000445",2203260032,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"555","M000446",2203280098,NA,"FIREARM","Robbery","Violent",1,NA,NA,FALSE
"556","M000447",2203280098,NA,"FIREARM","Robbery","Violent",1,NA,NA,FALSE
"557","M000448",2202120021,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"558","M000314",2203110043,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"559","M000449",2203110043,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"560","M000450",2203110043,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"561","M000163",2202110001,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,FALSE
